Date,Adj Close,Close,High,Low,Open,Volume
2018-01-01,46.984039306640625,52.79999923706055,52.79999923706055,52.79999923706055,52.79999923706055,0
2018-01-02,46.895057678222656,52.70000076293945,52.79999923706055,50.0,52.79999923706055,1519
2018-01-03,48.051856994628906,54.0,54.0,53.5,53.5,2550
2018-01-04,48.318809509277344,54.29999923706055,55.0,53.900001525878906,53.900001525878906,2959
2018-01-05,50.45445251464844,56.70000076293945,57.0,54.400001525878906,54.900001525878906,11300
2018-01-08,50.543434143066406,56.79999923706055,56.900001525878906,56.599998474121094,56.599998474121094,500
2018-01-09,50.543434143066406,56.79999923706055,56.900001525878906,53.0,56.900001525878906,41
2018-01-10,49.65359115600586,55.79999923706055,56.0,52.5,53.099998474121094,3520
2018-01-11,49.65359115600586,55.79999923706055,56.0,52.5,52.5,2150
2018-01-12,45.560279846191406,51.20000076293945,54.900001525878906,50.70000076293945,52.599998474121094,3100
2018-01-15,45.560279846191406,51.20000076293945,51.20000076293945,51.20000076293945,51.20000076293945,0
2018-01-16,45.649269104003906,51.29999923706055,55.70000076293945,51.099998474121094,55.70000076293945,2706
2018-01-17,45.649269104003906,51.29999923706055,55.5,55.5,55.5,1
2018-01-18,47.962867736816406,53.900001525878906,55.0,51.0,55.0,20152
2018-01-19,48.852725982666016,54.900001525878906,54.900001525878906,54.900001525878906,54.900001525878906,500
2018-01-22,48.852725982666016,54.900001525878906,54.900001525878906,54.900001525878906,54.900001525878906,0
2018-01-23,47.87388229370117,53.79999923706055,53.79999923706055,50.400001525878906,51.20000076293945,5000
2018-01-24,47.87388229370117,53.79999923706055,52.400001525878906,50.5,50.5,14
2018-01-25,47.3399772644043,53.20000076293945,53.900001525878906,50.29999923706055,50.29999923706055,1534
2018-01-26,48.051856994628906,54.0,54.0,53.900001525878906,53.900001525878906,500
2018-01-29,48.051856994628906,54.0,54.0,54.0,54.0,0
2018-01-30,47.517948150634766,53.400001525878906,53.400001525878906,53.400001525878906,53.400001525878906,500
2018-01-31,47.517948150634766,53.400001525878906,53.400001525878906,53.400001525878906,53.400001525878906,0
2018-02-01,47.517948150634766,53.400001525878906,53.400001525878906,53.400001525878906,53.400001525878906,0
2018-02-02,46.71708297729492,52.5,52.5,52.5,52.5,200
2018-02-05,46.71708297729492,52.5,52.5,52.5,52.5,0
2018-02-06,47.16200637817383,53.0,53.0,50.900001525878906,50.900001525878906,1501
2018-02-07,46.27215576171875,52.0,53.400001525878906,52.0,52.79999923706055,3230
2018-02-08,47.16200637817383,53.0,53.0,51.0,51.099998474121094,3810
