Date,Adj Close,Close,High,Low,Open,Volume
2018-01-01,159.3162078857422,218.8258056640625,218.8258056640625,218.8258056640625,218.8258056640625,0
2018-01-02,159.3162078857422,218.8258056640625,218.8258056640625,218.8258056640625,218.8258056640625,0
2018-01-03,159.9560546875,219.70462036132812,219.79249572753906,219.70462036132812,219.70462036132812,104073
2018-01-04,160.27593994140625,220.14402770996094,219.70462036132812,219.70462036132812,226.29576110839844,89067
2018-01-05,163.09120178222656,224.01083374023438,224.97752380371094,219.70462036132812,219.70462036132812,29908
2018-01-08,163.15516662597656,224.0987091064453,224.0987091064453,224.0987091064453,224.0987091064453,34982
2018-01-09,163.15516662597656,224.0987091064453,224.0987091064453,224.0987091064453,224.0987091064453,398
2018-01-10,161.87551879882812,222.34107971191406,224.01083374023438,222.34107971191406,224.01083374023438,5587
2018-01-11,164.434814453125,225.85635375976562,225.85635375976562,225.85635375976562,225.85635375976562,2275
2018-01-12,163.15516662597656,224.0987091064453,224.0987091064453,224.0987091064453,224.0987091064453,8752
2018-01-15,163.15516662597656,224.0987091064453,224.0987091064453,224.0987091064453,224.0987091064453,0
2018-01-16,161.23570251464844,221.46224975585938,224.0987091064453,219.70462036132812,222.34107971191406,4440
2018-01-17,161.87551879882812,222.34107971191406,222.34107971191406,217.24392700195312,221.55014038085938,161190
2018-01-18,161.81153869628906,222.25318908691406,222.25318908691406,222.25318908691406,222.25318908691406,31609
2018-01-19,161.74755859375,222.16531372070312,222.34107971191406,222.34107971191406,221.90167236328125,24078
2018-01-22,159.9560546875,219.70462036132812,221.46224975585938,219.70462036132812,221.46224975585938,47561
2018-01-23,159.9560546875,219.70462036132812,219.70462036132812,219.6167449951172,219.70462036132812,178967
2018-01-24,159.82806396484375,219.5288543701172,219.70462036132812,219.2652130126953,219.70462036132812,9112
2018-01-25,159.9560546875,219.70462036132812,221.46224975585938,221.46224975585938,219.2652130126953,9081
