Date,Adj Close,Close,High,Low,Open,Volume
2018-01-01,22.44618034362793,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,0
2018-01-02,22.44618034362793,23.100000381469727,24.600000381469727,24.600000381469727,24.600000381469727,6
2018-01-03,23.806554794311523,24.5,24.600000381469727,24.5,24.5,202
2018-01-04,22.349010467529297,23.0,24.799999237060547,23.0,24.700000762939453,2292
2018-01-05,23.70938491821289,24.399999618530273,24.5,24.100000381469727,24.200000762939453,1831
2018-01-08,23.70938491821289,24.399999618530273,24.5,23.100000381469727,23.100000381469727,55
2018-01-09,23.70938491821289,24.399999618530273,24.5,23.100000381469727,24.5,26
2018-01-10,23.70938491821289,24.399999618530273,24.399999618530273,23.100000381469727,23.100000381469727,2
2018-01-11,23.320707321166992,24.0,24.399999618530273,23.100000381469727,23.100000381469727,506
2018-01-12,23.320707321166992,24.0,24.899999618530273,24.600000381469727,24.899999618530273,36
2018-01-15,23.320707321166992,24.0,24.0,24.0,24.0,0
2018-01-16,23.320707321166992,24.0,24.0,24.0,24.0,0
2018-01-17,22.44618034362793,23.100000381469727,24.0,23.0,23.600000381469727,2024
2018-01-18,22.44618034362793,23.100000381469727,24.200000762939453,24.200000762939453,24.200000762939453,2
2018-01-19,22.44618034362793,23.100000381469727,24.200000762939453,24.200000762939453,24.200000762939453,2
2018-01-22,22.640520095825195,23.299999237060547,24.0,23.0,23.0,152
2018-01-23,21.5716552734375,22.200000762939453,24.0,22.200000762939453,22.700000762939453,2001
2018-01-24,23.22353744506836,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,102
2018-01-25,23.22353744506836,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,50
2018-01-26,23.22353744506836,23.899999618530273,23.899999618530273,23.899999618530273,23.899999618530273,0
2018-01-29,21.5716552734375,22.200000762939453,23.399999618530273,22.100000381469727,22.100000381469727,778
2018-01-30,22.44618034362793,23.100000381469727,24.0,23.0,23.200000762939453,621
2018-01-31,22.44618034362793,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,0
2018-02-01,22.44618034362793,23.100000381469727,24.0,24.0,24.0,2
2018-02-02,23.126367568969727,23.799999237060547,24.0,23.799999237060547,24.0,110
2018-02-05,23.126367568969727,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2018-02-06,23.126367568969727,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2018-02-07,23.126367568969727,23.799999237060547,23.799999237060547,23.799999237060547,23.799999237060547,0
2018-02-08,23.612215042114258,24.299999237060547,24.5,21.0,22.299999237060547,10206
2018-02-09,21.2801456451416,21.899999618530273,24.799999237060547,21.399999618530273,24.799999237060547,4136
2018-02-12,21.2801456451416,21.899999618530273,24.200000762939453,24.200000762939453,24.200000762939453,25
2018-02-13,21.2801456451416,21.899999618530273,21.899999618530273,21.899999618530273,21.899999618530273,0
2018-02-14,21.2801456451416,21.899999618530273,21.899999618530273,21.899999618530273,21.899999618530273,0
2018-02-15,23.126367568969727,23.799999237060547,24.0,22.200000762939453,24.0,550
2018-02-16,23.126367568969727,23.799999237060547,24.0,22.200000762939453,24.0,49
2018-02-19,22.83485984802246,23.5,23.5,23.5,23.5,339
2018-02-20,21.863162994384766,22.5,23.899999618530273,22.399999618530273,23.899999618530273,3388
2018-02-21,21.863162994384766,22.5,23.899999618530273,23.899999618530273,23.899999618530273,10
2018-02-22,21.863162994384766,22.5,22.5,22.5,22.5,0
2018-02-23,21.2801456451416,21.899999618530273,23.899999618530273,21.399999618530273,21.5,284
2018-02-26,22.932029724121094,23.600000381469727,23.700000762939453,22.5,23.700000762939453,721
2018-02-27,22.932029724121094,23.600000381469727,23.600000381469727,23.600000381469727,23.600000381469727,0
2018-02-28,22.349010467529297,23.0,23.600000381469727,23.0,23.600000381469727,202
2018-03-01,22.349010467529297,23.0,23.0,23.0,23.0,0
2018-03-02,22.349010467529297,23.0,23.5,23.0,23.5,21
2018-03-05,22.349010467529297,23.0,23.0,23.0,23.0,0
2018-03-06,21.5716552734375,22.200000762939453,22.299999237060547,22.200000762939453,22.299999237060547,2775
2018-03-07,21.765993118286133,22.399999618530273,23.0,22.200000762939453,23.0,142
2018-03-08,20.988636016845703,21.600000381469727,22.799999237060547,21.600000381469727,21.600000381469727,351
2018-03-09,22.932029724121094,23.600000381469727,23.899999618530273,22.0,22.899999618530273,4552
2018-03-12,22.44618034362793,23.100000381469727,23.600000381469727,23.0,23.600000381469727,706
2018-03-13,22.349010467529297,23.0,23.399999618530273,23.0,23.399999618530273,1691
2018-03-14,22.349010467529297,23.0,23.0,23.0,23.0,9
2018-03-15,22.349010467529297,23.0,23.0,22.5,23.0,206
2018-03-16,22.251840591430664,22.899999618530273,23.0,22.5,23.0,1302
2018-03-19,22.251840591430664,22.899999618530273,23.399999618530273,22.5,23.399999618530273,3
2018-03-20,22.251840591430664,22.899999618530273,23.399999618530273,23.399999618530273,23.399999618530273,1
2018-03-21,22.251840591430664,22.899999618530273,23.399999618530273,23.399999618530273,23.399999618530273,25
2018-03-22,21.5716552734375,22.200000762939453,23.399999618530273,22.100000381469727,23.399999618530273,682
2018-03-23,21.5716552734375,22.200000762939453,23.399999618530273,23.399999618530273,23.399999618530273,1
2018-03-26,21.5716552734375,22.200000762939453,22.200000762939453,22.200000762939453,22.200000762939453,0
2018-03-27,22.349010467529297,23.0,23.399999618530273,21.0,21.0,494
2018-03-28,22.349010467529297,23.0,23.0,23.0,23.0,0
2018-03-29,20.697126388549805,21.299999237060547,22.899999618530273,21.0,22.5,1001
2018-03-30,20.697126388549805,21.299999237060547,21.299999237060547,21.299999237060547,21.299999237060547,0
2018-04-02,20.697126388549805,21.299999237060547,21.299999237060547,21.299999237060547,21.299999237060547,0
2018-04-03,20.697126388549805,21.299999237060547,22.799999237060547,22.100000381469727,22.799999237060547,2
2018-04-04,21.9603328704834,22.600000381469727,22.899999618530273,22.0,22.799999237060547,354
2018-04-05,21.9603328704834,22.600000381469727,22.899999618530273,22.0,22.899999618530273,52
2018-04-06,21.9603328704834,22.600000381469727,22.600000381469727,22.600000381469727,22.600000381469727,0
2018-04-09,21.9603328704834,22.600000381469727,23.0,22.0,22.0,66
2018-04-10,21.474485397338867,22.100000381469727,23.0,22.100000381469727,23.0,6827
2018-04-11,21.863162994384766,22.5,23.200000762939453,22.5,23.200000762939453,101
2018-04-12,21.863162994384766,22.5,22.5,22.5,22.5,0
2018-04-13,21.863162994384766,22.5,22.5,22.5,22.5,0
2018-04-16,21.863162994384766,22.5,22.5,22.5,22.5,0
2018-04-17,21.863162994384766,22.5,23.0,23.0,23.0,9
2018-04-18,22.251840591430664,22.899999618530273,22.899999618530273,22.600000381469727,22.899999618530273,117
2018-04-19,22.251840591430664,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,0
2018-04-20,22.251840591430664,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,0
2018-04-23,22.251840591430664,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,56
2018-04-24,22.251840591430664,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,0
2018-04-25,22.251840591430664,22.899999618530273,22.0,21.899999618530273,21.899999618530273,20
2018-04-26,22.44618034362793,23.100000381469727,23.600000381469727,22.899999618530273,22.899999618530273,1040
2018-04-27,22.44618034362793,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,0
2018-04-30,22.44618034362793,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,0
2018-05-01,23.22353744506836,23.899999618530273,24.0,21.700000762939453,23.0,5386
2018-05-02,23.70938491821289,24.399999618530273,24.5,24.399999618530273,24.5,501
2018-05-03,23.612215042114258,24.299999237060547,24.5,22.299999237060547,24.399999618530273,4967
2018-05-04,24.292404174804688,25.0,25.5,24.0,25.0,6297
2018-05-07,24.292404174804688,25.0,25.0,25.0,25.0,0
2018-05-08,23.612215042114258,24.299999237060547,25.0,24.200000762939453,24.899999618530273,472
2018-05-09,23.612215042114258,24.299999237060547,24.899999618530273,24.899999618530273,24.899999618530273,10
2018-05-10,23.612215042114258,24.299999237060547,24.899999618530273,24.899999618530273,24.899999618530273,1
